name,glon,glat,ra,dec,nband,flux1,flux2,flux3,flux4,flux5,flux6,flux7,flux_err1,flux_err2,flux_err3,flux_err4,flux_err5,flux_err6,flux_err7,ercsc_name,note
PLCKERC G205.31-33.78,205.314941,-33.784954,69.365425,-8.946688,1,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0
PLCKERC G205.32+25.86,205.329453,25.868282,123.391014,17.751785,2,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0
PLCKERC G205.33+15.65,205.336655,15.651193,113.658951,13.667533,2,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0
PLCKERC G205.34-10.76,205.342697,-10.763952,89.828209,1.736985,2,null,null,null,null,null,1361.499,3324.604,null,null,null,null,null,184.628,558.770,null,0
PLCKERC G205.35+12.72,205.352921,12.722489,110.943375,12.410958,1,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0
PLCKERC G205.36-07.42,205.369827,-7.423021,92.794060,3.280890,2,null,null,null,null,null,1100.454,3055.102,null,null,null,null,null,125.893,462.300,null,0
PLCKERC G205.37-14.35,205.371475,-14.351316,86.675598,0.024069,5,null,null,2138.294,6458.693,7509.103,20226.582,72637.531,null,null,257.578,549.755,514.497,1991.244,9442.179,PLCKERC857 G031.55-16.27,0
PLCKERC G205.40-08.65,205.403046,-8.657925,91.717003,2.673312,4,null,null,null,null,null,924.461,3708.291,null,null,null,null,null,143.458,418.169,null,0
PLCKERC G205.40-08.14,205.408600,-8.140076,92.177574,2.911162,3,null,null,null,null,null,null,7069.533,null,null,null,null,null,null,1246.285,null,0
PLCKERC G205.41-00.89,205.418198,-0.895855,98.617065,6.271195,1,null,null,null,null,null,934.808,null,null,null,null,null,null,169.315,null,PLCKERC070 G031.58+05.37,0
PLCKERC G205.43-19.83,205.435196,-19.832850,81.864471,-2.606482,2,null,null,null,null,null,938.692,2559.354,null,null,null,null,null,119.894,282.442,PLCKERC100 G031.60+05.34,0
PLCKERC G205.43-10.77,205.437485,-10.775379,89.861900,1.649419,1,null,null,null,624.103,null,null,null,null,null,null,81.876,null,null,null,PLCKERC143 G031.58+05.36,0
PLCKERC G205.45-36.88,205.455475,-36.882580,66.604439,-10.430532,2,null,null,null,null,null,null,null,null,null,null,null,null,null,null,PLCKERC217 G031.57+05.35,0
PLCKERC G205.48+20.23,205.482834,20.230507,118.031113,15.422976,1,null,null,null,null,null,null,null,null,null,null,null,null,null,null,PLCKERC353 G031.58+05.35,0
PLCKERC G205.50+50.97,205.504944,50.978703,149.203735,25.257734,5,857.505,null,859.426,530.098,498.925,439.117,null,64.865,null,143.819,68.783,43.690,45.082,null,PLCKERC545 G031.58+05.35,0
PLCKERC G205.50-14.58,205.506805,-14.588302,86.528130,-0.203056,4,null,null,null,null,null,13723.388,60073.816,null,null,null,null,null,1466.229,6162.350,PLCKERC857 G031.58+05.35,0
PLCKERC G205.52-07.93,205.528610,-7.931247,92.418053,2.903944,3,null,null,null,null,null,null,6272.417,null,null,null,null,null,null,1011.937,null,0
PLCKERC G205.57-08.21,205.570435,-8.210871,92.190056,2.736471,2,null,null,null,null,838.507,null,8122.534,null,null,null,null,89.632,null,1408.620,null,0
PLCKERC G205.65+25.31,205.651215,25.313854,122.968353,17.273098,3,null,null,null,null,null,null,834.133,null,null,null,null,null,null,104.523,null,0
PLCKERC G205.66+11.01,205.663803,11.012638,109.501534,11.398158,1,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0
PLCKERC G205.67+20.41,205.670593,20.411083,118.276047,15.334471,2,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0
PLCKERC G205.68-19.42,205.685699,-19.429585,82.331757,-2.626081,6,null,null,null,1438.035,1014.795,4168.903,11892.801,null,null,null,84.147,57.573,406.399,1257.474,null,0
PLCKERC G205.69+40.18,205.690842,40.182880,137.841858,22.328541,2,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0
PLCKERC G205.71-02.14,205.714813,-2.145858,97.639633,5.431554,4,null,null,null,null,null,3795.472,12334.459,null,null,null,null,null,494.023,1806.095,null,0
PLCKERC G205.74-08.66,205.744186,-8.663253,91.870415,2.372850,4,null,null,null,null,null,1209.825,4632.475,null,null,null,null,null,189.758,683.817,PLCKERC857 G031.66-16.11,0
PLCKERC G205.74-02.61,205.746552,-2.616696,97.235023,5.185819,1,null,null,null,null,null,3361.918,null,null,null,null,null,null,627.050,null,null,0
PLCKERC G205.77+67.44,205.772598,67.443085,167.418991,27.622816,1,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0
PLCKERC G205.77-02.29,205.773407,-2.294766,97.534149,5.310843,1,null,null,null,null,null,null,10074.457,null,null,null,null,null,null,1828.656,null,0
PLCKERC G205.77-40.31,205.774704,-40.318470,63.560951,-12.151175,2,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0
PLCKERC G205.77-42.66,205.777084,-42.661289,61.388580,-13.149226,3,null,null,null,684.555,512.254,326.509,null,null,null,null,78.064,54.497,55.886,null,null,0
PLCKERC G205.79-21.51,205.796249,-21.518175,80.530304,-3.692691,5,null,null,null,null,654.358,2950.495,11081.454,null,null,null,null,36.712,126.513,510.110,null,0
PLCKERC G205.84-16.19,205.847504,-16.197567,85.261330,-1.248588,5,null,null,null,null,2347.792,5701.797,19079.299,null,null,null,null,320.316,992.909,3093.028,PLCKERC353 G031.69-16.07,0
PLCKERC G205.84+20.65,205.849442,20.659193,118.581406,15.280957,1,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0
PLCKERC G205.87+00.68,205.879135,0.688394,100.246361,6.589004,2,null,null,null,null,null,1057.533,3625.670,null,null,null,null,null,128.604,554.833,null,0
PLCKERC G205.90-11.71,205.909882,-11.715302,89.249161,0.799215,2,null,null,null,null,null,845.240,2521.161,null,null,null,null,null,97.242,317.115,null,0
PLCKERC G205.91+00.16,205.910095,0.163344,99.790924,6.320981,4,null,null,null,null,null,1464.639,5276.125,null,null,null,null,null,126.188,514.695,null,0
PLCKERC G205.92-19.67,205.920029,-19.672819,82.219734,-2.934954,1,null,null,null,null,null,1271.010,null,null,null,null,null,null,99.122,null,null,0
PLCKERC G205.92+08.45,205.920959,8.459416,107.278862,10.051228,1,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0
PLCKERC G205.92+00.42,205.924561,0.420727,100.027779,6.426076,2,null,null,null,null,null,946.873,3369.726,null,null,null,null,null,98.975,340.559,null,0
PLCKERC G205.94-02.12,205.941162,-2.126982,97.761345,5.239645,4,null,null,null,4456.291,2402.873,3133.125,9226.877,null,null,null,303.913,201.120,266.034,953.966,null,0
PLCKERC G205.97-22.04,205.971619,-22.043905,80.139702,-4.081335,3,null,null,null,null,null,982.999,2715.562,null,null,null,null,null,116.388,364.053,null,0
PLCKERC G206.00+24.30,206.003738,24.306665,122.124954,16.590576,2,null,null,null,null,null,null,null,null,null,null,null,null,null,null,PLCKERC545 G031.86+13.29,0
PLCKERC G206.00-12.53,206.007706,-12.534576,88.570145,0.330873,1,null,null,null,null,null,1027.818,null,null,null,null,null,null,88.138,null,PLCKERC857 G031.86+13.28,0
PLCKERC G206.01-00.41,206.014343,-0.417691,99.319794,5.961751,5,null,null,null,null,478.424,2348.718,8716.745,null,null,null,null,56.420,144.449,513.160,null,0
PLCKERC G206.02-02.62,206.021652,-2.620973,97.358765,4.940152,3,null,null,null,3989.652,1788.521,7492.822,null,null,null,null,479.809,255.014,851.403,null,null,0
PLCKERC G206.04-08.34,206.046417,-8.347223,92.289856,2.256353,3,null,null,null,null,null,null,4725.538,null,null,null,null,null,null,794.206,null,0
PLCKERC G206.06-07.95,206.068405,-7.957926,92.644585,2.418858,4,null,null,null,null,null,1262.897,5072.396,null,null,null,null,null,138.181,496.118,null,0
PLCKERC G206.11-15.91,206.111145,-15.910377,85.633804,-1.338033,4,null,null,null,null,2401.109,6778.856,null,null,null,null,null,278.923,1088.138,null,null,0
PLCKERC G206.12-15.74,206.123825,-15.744035,85.786583,-1.271035,4,null,null,null,2609.780,null,7832.928,null,null,null,null,332.444,null,1230.800,null,null,0
PLCKERC G206.14+41.67,206.149689,41.672085,139.491257,22.437603,1,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0
PLCKERC G206.15-37.43,206.159332,-37.436378,66.347588,-11.177314,2,null,null,null,null,null,null,null,null,null,null,null,null,null,null,PLCKERC545 G031.88+45.15,0
PLCKERC G206.16-23.30,206.165222,-23.302343,79.103958,-4.822472,1,null,null,null,null,null,null,1145.150,null,null,null,null,null,null,189.811,null,0
PLCKERC G206.18+10.18,206.181366,10.189435,108.972992,10.581302,2,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0
PLCKERC G206.21-08.39,206.216400,-8.393783,92.327217,2.085889,6,null,null,null,1555.984,959.290,2653.410,10509.151,null,null,null,92.445,82.573,216.783,749.708,null,0
PLCKERC G206.23-19.16,206.232468,-19.168804,82.803764,-2.960811,1,null,null,null,null,null,null,5484.322,null,null,null,null,null,null,882.835,null,0
PLCKERC G206.25-14.70,206.250259,-14.705991,86.761414,-0.893582,4,null,null,null,null,null,3362.095,14293.955,null,null,null,null,null,420.380,1721.217,null,0
PLCKERC G206.25+24.53,206.250900,24.530922,122.431595,16.470039,1,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0
PLCKERC G206.26+78.14,206.260239,78.149826,179.519516,27.872076,2,null,null,null,null,null,null,null,null,null,null,null,null,null,null,PLCKERC217 G031.89+02.58,0
PLCKERC G206.31-40.68,206.315002,-40.680935,63.404385,-12.677290,2,null,null,null,null,null,null,null,null,null,null,null,null,null,null,PLCKERC353 G031.89+02.57,0
PLCKERC G206.35-18.83,206.352692,-18.837803,83.150101,-2.907430,1,null,null,null,null,null,1573.207,null,null,null,null,null,null,169.979,null,null,0
PLCKERC G206.36-25.94,206.368713,-25.948130,76.828659,-6.202851,6,null,null,null,1800.888,1548.190,4545.432,16247.480,null,null,null,124.637,105.605,456.107,1794.939,null,0
PLCKERC G206.37-73.97,206.374741,-73.974289,30.360876,-24.217768,1,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0
PLCKERC G206.38+11.28,206.387070,11.285426,110.066422,10.877784,2,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0
PLCKERC G231.60+53.74,231.606796,53.742538,157.988525,11.487486,2,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0
PLCKERC G231.63+35.92,231.639359,35.922390,142.726303,2.083656,1,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0
PLCKERC G231.67+71.51,231.673355,71.511848,174.224579,19.984901,1,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0
PLCKERC G231.70-58.08,231.700439,-58.081001,49.306095,-32.577248,2,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0
PLCKERC G231.73+18.06,231.732285,18.065811,127.651680,-7.543187,2,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0
PLCKERC G231.74-07.73,231.747803,-7.734601,104.444321,-20.230827,4,null,null,null,null,null,522.203,1976.203,null,null,null,null,null,66.602,235.671,null,0
PLCKERC G231.77+09.46,231.770233,9.466185,120.206284,-12.032653,3,null,null,null,null,null,null,681.030,null,null,null,null,null,null,82.777,null,0
PLCKERC G231.77-01.94,231.771194,-1.942016,109.910744,-17.618484,5,null,null,null,1997.143,null,3956.073,13506.548,null,null,null,150.562,null,378.709,1188.077,PLCKERC857 G036.34-36.68,0
PLCKERC G231.81-09.10,231.811661,-9.100967,103.161041,-20.884462,2,null,null,null,null,null,505.918,1431.825,null,null,null,null,null,62.297,120.395,null,0
PLCKERC G231.82-10.42,231.821564,-10.420814,101.887360,-21.460190,1,null,null,null,null,null,null,1514.429,null,null,null,null,null,null,181.644,null,0
PLCKERC G231.83+04.22,231.837967,4.224437,115.575790,-14.714259,2,null,null,null,null,null,699.525,2653.445,null,null,null,null,null,72.946,179.540,null,0
PLCKERC G231.85+10.78,231.850800,10.784077,121.405289,-11.428534,1,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0
PLCKERC G231.85-29.14,231.856323,-29.141970,82.644035,-28.304453,1,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0
PLCKERC G231.92-06.51,231.926895,-6.511556,105.695015,-19.847595,1,null,null,null,null,502.513,null,null,null,null,null,null,49.483,null,null,null,0
PLCKERC G231.94+17.69,231.948288,17.695063,127.443161,-7.913348,2,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0
PLCKERC G231.95-02.06,231.956604,-2.068355,109.884529,-17.841366,5,null,null,null,null,1273.378,5061.772,18991.721,null,null,null,null,230.893,614.658,2165.070,null,0
PLCKERC G232.06-02.29,232.060043,-2.294690,109.724968,-18.038511,4,null,null,null,null,null,2500.316,9182.041,null,null,null,null,null,341.735,1105.047,PLCKERC857 G036.37-36.10,0
PLCKERC G232.08+16.85,232.081573,16.852264,126.787399,-8.465815,1,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0
PLCKERC G232.15-01.15,232.153091,-1.155761,110.827072,-17.585922,2,null,null,null,null,null,2116.175,6618.298,null,null,null,null,null,179.648,792.922,null,0
PLCKERC G232.27-10.03,232.270706,-10.032659,102.467743,-21.694187,4,null,null,null,null,null,798.772,2047.283,null,null,null,null,null,79.355,232.179,null,0
PLCKERC G232.27-00.31,232.273666,-0.319521,111.658806,-17.295748,4,null,null,null,null,null,1625.254,6233.927,null,null,null,null,null,233.631,816.270,null,0
PLCKERC G232.28+26.03,232.280411,26.031927,134.692627,-3.717208,1,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0
PLCKERC G232.30-02.54,232.307999,-2.544197,109.614319,-18.374033,5,null,null,null,1332.125,null,3030.834,9674.504,null,null,null,110.992,null,339.177,1102.919,null,0
PLCKERC G232.34-64.53,232.346985,-64.536583,41.633575,-32.607529,1,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0
PLCKERC G232.38+43.41,232.388718,43.412006,149.366898,5.625094,1,null,null,null,null,null,null,null,null,null,null,null,null,null,null,PLCKERC545 G036.38+34.76,0
PLCKERC G232.46-02.94,232.460495,-2.942032,109.317703,-18.694012,3,null,null,null,null,null,1735.387,7280.264,null,null,null,null,null,162.692,679.628,null,0
PLCKERC G232.46-07.09,232.464417,-7.099691,105.387207,-20.587423,1,null,null,null,null,null,null,1552.173,null,null,null,null,null,null,269.956,null,0
PLCKERC G232.49+56.60,232.492157,56.609634,160.772446,12.517430,2,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0
PLCKERC G232.49-33.47,232.498322,-33.473854,78.039673,-30.007982,1,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0
PLCKERC G232.51+64.41,232.512909,64.412796,167.760757,16.406300,1,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0
PLCKERC G232.56-13.93,232.569641,-13.938150,98.751984,-23.586176,6,983.924,1072.123,752.217,643.178,536.975,514.665,null,60.280,171.002,144.929,64.499,38.574,40.706,null,null,0
PLCKERC G232.60+01.00,232.609055,1.002959,113.041679,-16.956703,9,2440.306,1433.698,947.219,1730.976,2323.053,10959.497,41140.984,102.637,167.514,157.839,107.268,91.969,447.736,1801.114,null,0
PLCKERC G232.62+12.99,232.629379,12.998154,123.738892,-10.936900,2,null,null,null,null,null,null,954.402,null,null,null,null,null,null,116.203,null,0
PLCKERC G232.64+61.33,232.647919,61.335045,165.010559,14.837283,1,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0
PLCKERC G232.65-04.58,232.656067,-4.581274,107.872849,-19.622713,1,null,null,null,null,null,1807.380,null,null,null,null,null,null,160.277,null,PLCKERC857 G036.41-42.24,0
PLCKERC G232.73-04.53,232.736786,-4.538411,107.952385,-19.674673,2,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0
PLCKERC G232.75-31.57,232.758820,-31.574022,80.221947,-29.731224,1,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0
PLCKERC G232.79+00.16,232.792404,0.164392,112.363976,-17.520493,5,null,null,null,null,1334.840,2719.883,9282.149,null,null,null,null,106.845,233.688,999.643,null,0
PLCKERC G232.79-17.62,232.798859,-17.620279,95.126633,-25.232372,1,null,null,null,null,272.510,null,null,null,null,null,null,53.201,null,null,null,0
PLCKERC G232.80+00.83,232.809723,0.831156,112.985374,-17.215300,3,null,null,null,null,1338.037,4126.864,15685.460,null,null,null,null,179.603,410.638,1507.985,null,0
PLCKERC G232.93-00.77,232.938293,-0.779055,111.566269,-18.098919,1,null,null,null,null,null,null,5197.687,null,null,null,null,null,null,797.835,null,0
PLCKERC G232.94-27.28,232.940964,-27.286940,84.982567,-28.664705,4,634.783,null,null,781.122,539.528,318.861,null,66.808,null,null,61.858,38.067,40.319,null,null,0
PLCKERC G232.94-00.39,232.946777,-0.398667,111.922249,-17.925251,1,null,null,null,null,null,null,4573.692,null,null,null,null,null,null,687.363,null,0
PLCKERC G232.98+00.91,232.984207,0.916004,113.151337,-17.327215,1,null,null,null,806.422,null,null,null,null,null,null,123.125,null,null,null,PLCKERC857 G036.55+18.14,0
PLCKERC G233.03+11.85,233.030807,11.857196,122.953476,-11.865720,3,null,null,null,null,null,null,716.421,null,null,null,null,null,null,98.953,null,0
PLCKERC G233.06+67.74,233.064819,67.749229,170.931488,17.820311,1,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0
PLCKERC G233.06-03.86,233.064957,-3.861987,108.750092,-19.654734,1,null,null,null,null,null,1657.789,null,null,null,null,null,null,160.183,null,null,0
PLCKERC G233.08+41.04,233.080551,41.049877,147.653702,3.914132,1,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0
PLCKERC G233.14+10.94,233.143845,10.946057,122.215790,-12.433509,1,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0
PLCKERC G233.17-46.59,233.172272,-46.590183,63.011169,-32.877502,4,null,null,null,null,null,292.491,1257.789,null,null,null,null,null,32.363,97.395,null,0
PLCKERC G233.24+39.69,233.249664,39.694336,146.588196,3.063821,1,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0
PLCKERC G072.90-50.23,72.901688,-50.230942,343.498627,0.873205,1,743.107,null,null,null,null,null,null,84.500,null,null,null,null,null,null,null,0
PLCKERC G072.95+26.26,72.958099,26.261110,272.075867,45.648361,1,531.738,null,null,null,null,null,null,71.759,null,null,null,null,null,null,null,0
PLCKERC G073.03-07.63,73.038994,-7.638440,311.234100,30.507353,1,null,null,null,null,null,null,2500.088,null,null,null,null,null,null,460.411,null,0
PLCKERC G073.05-00.31,73.057648,-0.318745,304.205017,34.821552,2,null,null,null,null,null,3116.129,10629.557,null,null,null,null,null,287.151,1120.433,null,0
PLCKERC G073.13+09.53,73.131386,9.534639,293.596191,39.944008,2,null,null,null,null,null,null,859.637,null,null,null,null,null,null,126.069,null,0
PLCKERC G073.13-02.38,73.139320,-2.382615,306.316711,33.716526,5,null,4192.633,3451.059,3348.135,2619.333,3313.311,null,null,330.441,163.218,103.797,114.933,322.128,null,PLCKERC857 G006.51-56.45,0
PLCKERC G073.17+12.60,73.174126,12.608694,289.990570,41.347317,4,null,null,null,null,null,290.072,1003.577,null,null,null,null,null,43.639,130.194,null,0
PLCKERC G073.17+40.16,73.177948,40.160866,251.979004,47.181713,1,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0
PLCKERC G073.18+72.50,73.186073,72.508957,209.648315,37.426888,2,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0
PLCKERC G073.18-18.37,73.189499,-18.373680,320.580475,23.708317,1,null,null,null,null,null,null,516.663,null,null,null,null,null,null,97.085,null,0
PLCKERC G073.19-47.99,73.191246,-47.999630,342.117249,2.636271,1,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0
PLCKERC G073.21-00.68,73.214180,-0.680429,304.676453,34.748096,4,null,null,null,null,null,3081.154,13068.223,null,null,null,null,null,356.831,1335.035,null,0
PLCKERC G073.23+13.79,73.230888,13.798099,288.576080,41.894760,3,null,null,null,null,null,null,523.950,null,null,null,null,null,null,50.244,PLCKERC353 G006.55+20.20,0
PLCKERC G073.28+00.53,73.281921,0.538252,303.486633,35.484695,2,null,null,null,null,null,2365.509,7328.447,null,null,null,null,null,313.459,1317.643,null,0
PLCKERC G073.34-51.49,73.344414,-51.493412,344.561920,0.137405,1,null,null,null,null,null,null,748.146,null,null,null,null,null,null,135.608,null,0
PLCKERC G073.36-43.52,73.364578,-43.526215,339.153625,5.997105,2,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0
PLCKERC G073.36+66.58,73.365746,66.581970,216.257065,40.378357,1,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0
PLCKERC G073.37-42.06,73.371887,-42.069901,338.158112,7.066071,1,null,null,null,null,null,null,701.166,null,null,null,null,null,null,122.707,null,0
PLCKERC G073.39-51.53,73.395416,-51.537251,344.614960,0.126656,2,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0
PLCKERC G073.40-34.63,73.405670,-34.635571,332.989380,12.483248,2,null,null,null,null,null,null,443.771,null,null,null,null,null,null,79.808,null,0
PLCKERC G073.43+41.88,73.433739,41.884983,249.428543,47.287098,8,1284.889,1510.512,1122.991,946.974,861.188,629.464,618.542,76.208,162.611,147.366,79.452,62.938,53.378,71.650,PLCKERC217 G006.55+03.73,0
PLCKERC G073.48+06.26,73.486885,6.264886,297.520081,38.678783,2,null,null,null,null,null,null,1844.599,null,null,null,null,null,null,252.881,null,0
PLCKERC G073.54+68.38,73.541939,68.389290,214.132767,39.589787,1,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0
PLCKERC G073.60+54.83,73.602547,54.833004,230.996826,44.976913,1,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0
PLCKERC G073.61+32.29,73.612411,32.293579,263.580597,47.223572,1,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0
PLCKERC G073.70+38.42,73.709473,38.427666,254.527573,47.626823,2,1134.117,null,null,null,272.692,null,null,63.231,null,null,null,41.517,null,null,null,0
PLCKERC G073.71-48.86,73.716331,-48.860035,342.957001,2.239071,2,null,null,null,null,null,null,649.032,null,null,null,null,null,null,123.046,null,0
PLCKERC G073.78+01.27,73.786430,1.275078,303.071289,36.311848,2,null,null,null,null,null,4145.896,13776.671,null,null,null,null,null,402.619,1813.102,null,0
PLCKERC G073.79+00.23,73.791054,0.235931,304.143921,35.739735,1,null,null,null,null,null,2652.998,null,null,null,null,null,null,369.677,null,PLCKERC143 G006.55-00.10,0
PLCKERC G073.85-20.47,73.858604,-20.472149,322.725311,22.750622,3,null,null,null,null,null,null,664.317,null,null,null,null,null,null,116.834,null,0
PLCKERC G073.86-71.52,73.865639,-71.526619,358.554565,-14.342731,1,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0
PLCKERC G073.87+35.99,73.874939,35.994484,258.144104,47.718639,2,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0
PLCKERC G073.88-24.25,73.887535,-24.255548,325.682373,20.154007,2,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0
PLCKERC G073.88+00.69,73.889099,0.690702,303.745117,36.074516,1,null,null,null,null,null,3294.490,null,null,null,null,null,null,579.625,null,null,0
PLCKERC G073.90+31.69,73.900528,31.694214,264.500336,47.396927,2,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0
PLCKERC G073.93+16.77,73.935524,16.772503,285.206940,43.683159,4,null,null,null,null,null,346.502,691.183,null,null,null,null,null,27.214,62.839,null,0
PLCKERC G073.99+03.55,73.997284,3.551239,300.813751,37.717747,4,null,null,null,null,null,5836.046,20622.477,null,null,null,null,null,626.366,2123.574,null,0
PLCKERC G074.02-01.71,74.024788,-1.711557,306.270508,34.826435,6,null,null,null,2711.835,3166.442,11658.475,53690.754,null,null,null,120.259,112.401,668.026,2986.817,null,0
PLCKERC G074.03-33.01,74.037971,-33.012844,332.224701,14.017900,2,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0
PLCKERC G074.04+04.76,74.041130,4.768576,299.525757,38.392483,1,null,null,null,null,null,1132.767,null,null,null,null,null,null,89.632,null,PLCKERC353 G006.57+36.04,0
PLCKERC G074.09+16.56,74.099693,16.569807,285.548218,43.753681,2,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0
PLCKERC G074.10-35.20,74.108559,-35.203217,333.817780,12.469776,1,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0
PLCKERC G074.11-42.07,74.110352,-42.074898,338.567169,7.434631,2,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0
PLCKERC G074.11+03.41,74.116646,3.415932,301.038696,37.746956,2,null,null,null,null,null,4325.885,14114.703,null,null,null,null,null,747.089,2150.737,null,0
PLCKERC G074.12+00.12,74.122528,0.129204,304.482086,35.954514,6,null,null,null,2574.533,2317.080,7087.828,27205.930,null,null,null,134.624,152.354,703.262,2882.101,null,0
PLCKERC G074.15-24.33,74.157860,-24.336082,325.927338,20.273794,3,null,null,null,null,null,null,738.371,null,null,null,null,null,null,92.936,null,0
PLCKERC G074.16-34.39,74.164169,-34.398003,333.284912,13.086544,3,null,null,null,null,null,null,691.031,null,null,null,null,null,null,77.054,null,0
PLCKERC G074.18+01.66,74.184677,1.661810,302.940948,36.856926,1,null,null,null,null,null,3805.731,null,null,null,null,null,null,384.635,null,null,0
PLCKERC G074.19-01.30,74.197083,-1.302892,305.983398,35.202442,4,null,null,null,null,null,5164.184,19494.002,null,null,null,null,null,665.250,2263.796,PLCKERC353 G006.56+31.26,0
PLCKERC G074.20-41.58,74.202835,-41.587460,338.286285,7.840643,4,null,null,null,null,null,612.057,1897.212,null,null,null,null,null,44.568,148.801,PLCKERC545 G006.58+31.27,0
PLCKERC G074.21-23.93,74.212776,-23.932001,325.656860,20.592489,1,null,null,null,null,null,null,null,null,null,null,null,null,null,null,PLCKERC857 G006.57+31.27,0
PLCKERC G074.21+31.39,74.219498,31.391306,264.994568,47.629787,4,793.740,null,null,464.776,388.660,323.388,null,55.227,null,null,54.790,39.645,40.079,null,null,0
PLCKERC G074.22-14.72,74.221298,-14.729981,318.304321,26.873917,4,null,null,null,null,null,345.801,768.409,null,null,null,null,null,60.104,103.500,null,0
PLCKERC G074.31-49.07,74.317139,-49.072441,343.392273,2.346452,2,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0
PLCKERC G074.38+38.46,74.381378,38.466686,254.461456,48.152622,1,null,null,null,null,384.898,null,null,null,null,null,null,42.129,null,null,PLCKERC100 G006.54+03.40,0
PLCKERC G074.38+29.12,74.383766,29.123686,268.348785,47.442753,1,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0
PLCKERC G074.41-70.37,74.414253,-70.377350,357.871704,-13.387050,1,null,null,null,null,null,null,null,null,null,null,null,null,null,null,PLCKERC217 G006.58+03.40,0
PLCKERC G074.41+47.76,74.416512,47.767052,240.698898,47.212585,2,null,null,null,null,null,null,null,null,null,null,null,null,null,null,PLCKERC353 G006.58+03.38,0
PLCKERC G074.42+01.06,74.428513,1.062679,303.732880,36.729622,2,null,null,null,null,null,3738.995,14868.056,null,null,null,null,null,256.703,1055.820,null,0
PLCKERC G074.43-49.71,74.431511,-49.715359,343.877258,1.917492,2,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0
PLCKERC G074.44+06.40,74.440544,6.401528,297.979889,39.567497,4,null,null,null,null,null,657.372,2971.312,null,null,null,null,null,75.732,306.302,null,0
PLCKERC G074.45-01.30,74.456612,-1.307417,306.170776,35.412113,1,null,null,null,null,null,4262.865,null,null,null,null,null,null,580.980,null,null,0
